,R_PFK,R_PFL,R_PGI,R_PGK,R_PGL,R_ACALD,R_AKGt2r,R_PGM,R_PIt2r,R_ALCD2x,R_ACALDt,R_ACKr,R_PPC,R_ACONTa,R_ACONTb,R_ATPM,R_PPCK,R_ACt2r,R_PPS,R_ADK1,R_AKGDH,R_ATPS4r,R_PTAr,R_PYK,R_BIOMASS_Ecoli_core_w_GAM,R_PYRt2,R_CO2t,R_RPE,R_CS,R_RPI,R_SUCCt2_2,R_CYTBD,R_D_LACt2,R_ENO,R_SUCCt3,R_ETOHt2r,R_SUCDi,R_SUCOAS,R_TALA,R_THD2,R_TKT1,R_TKT2,R_TPI,R_EX_ac_e,R_EX_acald_e,R_EX_akg_e,R_EX_co2_e,R_EX_etoh_e,R_EX_for_e,R_EX_fru_e,R_EX_fum_e,R_EX_glc__D_e,R_EX_gln__L_e,R_EX_glu__L_e,R_EX_h_e,R_EX_h2o_e,R_EX_lac__D_e,R_EX_mal__L_e,R_EX_nh4_e,R_EX_o2_e,R_EX_pi_e,R_EX_pyr_e,R_EX_succ_e,R_FBA,R_FBP,R_FORt2,R_FORt,R_FRD7,R_FRUpts2,R_FUM,R_FUMt2_2,R_G6PDH2r,R_GAPD,R_GLCpts,R_GLNS,R_GLNabc,R_GLUDy,R_GLUN,R_GLUSy,R_GLUt2r,R_GND,R_H2Ot,R_ICDHyr,R_ICL,R_LDH_D,R_MALS,R_MALt2_2,R_MDH,R_ME1,R_ME2,R_NADH16,R_NADTRHD,R_NH4t,R_O2t,R_PDH
ytf__delyafC__2,0.6590392,0.9595605,0.9747073,0.9647436,0.91584986,0.9669517,0.9483736,0.9719146,0.9548519,0.96901774,0.37190297,0.9516528,0.98442477,0.94635165,0.9667876,0.9766852,0.9971612,0.9526318,0.9888631,0.9084827,0.9727494,0.980561,0.95528233,0.9810755,0.99461675,0.9664833,0.82692707,0.50620604,0.978483,0.49100924,0.9618848,0.97350013,0.94731456,0.9795881,0.96108,0.9475428,0.60130686,0.9716924,0.98407847,0.96658736,0.9892615,0.9924286,0.9515587,0.23369808,0.0,0.23369808,0.0,0.23369808,0.59982145,0.25229424,0.28720832,0.25228423,0.42085075,0.32576594,0.528672,0.2076867,0.23369808,0.28774485,0.20572878,0.43665218,0.23369808,0.2246873,0.22773026,0.98430866,0.9525357,0.9902765,0.46287978,0.6481946,0.83721715,0.94218755,0.95773673,0.9771717,0.99993193,0.9396531,0.963114,0.9568139,0.9671399,0.9362598,0.9382737,0.66748947,0.8791981,0.6174706,0.91662866,0.8534069,0.952836,0.9335812,0.80302376,0.8136281,0.6173686,0.80132407,0.76376146,0.5899738,0.37250757,0.9574985,0.95753855
ytf__delyeiE__1,0.6448276,0.95208323,0.9704702,0.962352,0.9122946,0.95994854,0.94760495,0.9641699,0.95277816,0.9635029,0.5266545,0.95131063,0.98574084,0.947145,0.9676506,0.9762726,0.9958961,0.9517825,0.98936087,0.9421928,0.97163504,0.98004794,0.95438707,0.9796039,0.99375755,0.9645164,0.9566232,0.61332643,0.97734386,0.5861921,0.9604006,0.97383934,0.9455281,0.9769516,0.9588972,0.94570136,0.58917093,0.97020733,0.9819436,0.96668285,0.98671854,0.9891797,0.9472923,0.23244537,0.0,0.23244537,0.0,0.23244537,0.43844932,0.21028307,0.2916006,0.21026914,0.50392866,0.31715795,0.42839962,0.30191517,0.23244537,0.2921522,0.29983434,0.529267,0.23244537,0.22348289,0.22650954,0.98134625,0.95200956,0.98541826,0.30783507,0.5544261,0.7850774,0.9414003,0.95656747,0.97687197,0.9999323,0.9354326,0.9665037,0.9572345,0.96782184,0.9368424,0.9376329,0.7207549,0.9476906,0.8336254,0.97891694,0.9316015,0.95137435,0.9321511,0.8406006,0.91060805,0.70042455,0.8576196,0.8049876,0.6815378,0.52734345,0.954861,0.9528459
ytf__delyeiE__2,0.6339477,0.9505305,0.9690124,0.9591145,0.9109212,0.95626444,0.9489963,0.96121234,0.9520766,0.96059513,0.62599283,0.9484545,0.9893896,0.95031023,0.9710705,0.97698504,0.9965267,0.9518087,0.99131876,0.9393743,0.9748336,0.98091084,0.9526919,0.98019236,0.99551845,0.9648881,0.95888823,0.6804619,0.97963464,0.65339607,0.9604443,0.9748038,0.9444493,0.9763936,0.95863223,0.94466764,0.7175268,0.96859753,0.98112917,0.9684923,0.98501724,0.98748624,0.9450864,0.23168786,0.0,0.23168786,0.0,0.23168786,0.41270944,0.21886052,0.3058236,0.21884465,0.44645983,0.33004728,0.43149295,0.3490134,0.23168786,0.30637932,0.34685796,0.5753782,0.23168786,0.22275457,0.22577137,0.9793985,0.95024866,0.98357636,0.29047367,0.63713515,0.85907596,0.9420478,0.955272,0.97702867,0.9999325,0.93526393,0.9655669,0.957094,0.97106856,0.9383899,0.9417917,0.8039818,0.9496334,0.9654478,0.98193693,0.93214196,0.95299757,0.93464077,0.9130528,0.96796244,0.81001335,0.93040335,0.881432,0.8386888,0.6267332,0.9533548,0.9514475
ytf__delyiaJ__1,0.65327185,0.9594201,0.97346216,0.9632058,0.91580564,0.9688614,0.9487582,0.96958053,0.95472544,0.97073925,0.4263377,0.9490419,0.985928,0.947208,0.9681662,0.9765906,0.9958827,0.9521264,0.9890225,0.90927505,0.9748126,0.980646,0.95339495,0.98084974,0.99539524,0.9659926,0.9545416,0.54633933,0.9792755,0.5274608,0.96146375,0.973558,0.94661266,0.97955126,0.96084046,0.94689035,0.68109226,0.970104,0.9821783,0.96761876,0.98739034,0.990327,0.94907784,0.23320508,0.0,0.23320508,0.0,0.23320508,0.59543157,0.24297598,0.25096092,0.242966,0.37761703,0.33228853,0.5261383,0.24505961,0.23320508,0.2515023,0.24305789,0.47340623,0.23320508,0.22421329,0.22724985,0.9825898,0.9516849,0.98928815,0.45812556,0.7433875,0.8487238,0.94387174,0.956857,0.97766936,0.99993205,0.9390732,0.9624147,0.95751625,0.97136056,0.9371434,0.9403258,0.7022143,0.9503324,0.6912587,0.9816908,0.8951351,0.9531073,0.9337293,0.8169779,0.89159113,0.67391443,0.85074955,0.8241138,0.6733711,0.42697096,0.9563576,0.9564695
ytf__delyiaJ__2,0.65290666,0.96123326,0.97541714,0.9638245,0.9183777,0.97328776,0.95087624,0.9706305,0.9561367,0.97474134,0.46289375,0.94850093,0.9874076,0.94875085,0.9697268,0.97782844,0.9971488,0.95329356,0.9903448,0.8993652,0.9748913,0.9818153,0.9531276,0.98286694,0.996615,0.9669416,0.95963573,0.5770906,0.9802557,0.56616783,0.96213895,0.9761269,0.94703335,0.9814594,0.96083736,0.9473113,0.6151336,0.9700347,0.9835408,0.9678573,0.98876727,0.99156445,0.9496686,0.23340231,0.0,0.23340231,0.0,0.23340231,0.6106349,0.24209179,0.24285758,0.2420798,0.3700347,0.3330354,0.5268972,0.26720652,0.23340231,0.24339941,0.2651711,0.49565426,0.23340231,0.22440292,0.22744204,0.98420656,0.9520299,0.9901249,0.4766098,0.6338442,0.8496196,0.94356436,0.9572384,0.97812635,0.999932,0.93996143,0.96323067,0.9583401,0.9720941,0.93938756,0.94113505,0.69421667,0.95104617,0.73133993,0.98230314,0.9049616,0.95348346,0.9340291,0.8024993,0.85851103,0.6659549,0.8354277,0.7982845,0.65289867,0.46354958,0.9577423,0.9571784
ytf__delyieP__1,0.64415836,0.95849234,0.9720447,0.96112555,0.91244334,0.9628644,0.9481468,0.96613497,0.95372987,0.96600753,0.54279834,0.9502004,0.9877065,0.9465394,0.96835387,0.9766299,0.99745446,0.95224,0.9899931,0.9387653,0.9753452,0.980992,0.9532419,0.9811852,0.9962235,0.9663561,0.9604304,0.6169799,0.9788946,0.60327417,0.9626294,0.97462416,0.9462008,0.97576547,0.9613108,0.9464796,0.72323185,0.9720029,0.98254764,0.96860087,0.9857923,0.98879397,0.9469079,0.23251575,0.0,0.23251575,0.0,0.23251575,0.6581948,0.2510736,0.28757578,0.25105965,0.4214424,0.36653176,0.5873057,0.31010532,0.23251575,0.28811955,0.30800992,0.53748614,0.23251575,0.22355054,0.22657812,0.9799045,0.950049,0.99012053,0.5413941,0.7262873,0.92309165,0.9414224,0.9560942,0.9778967,0.9999323,0.93925333,0.96367705,0.95751834,0.970515,0.93860793,0.942257,0.8062312,0.9512401,0.8544553,0.9839399,0.9333515,0.954439,0.93560827,0.887424,0.96923226,0.7526989,0.8992574,0.8616259,0.73581225,0.5434935,0.95540303,0.9548851
ytf__delyieP__2,0.63819104,0.9576861,0.97092336,0.95955867,0.9123924,0.96297586,0.9488719,0.9643216,0.9538177,0.9661902,0.6156346,0.9482835,0.98948413,0.9478163,0.9701302,0.97712356,0.9975569,0.9522751,0.99080807,0.9372547,0.9770043,0.98161614,0.9521479,0.981314,0.99722093,0.9662539,0.9615903,0.65043235,0.980157,0.6336805,0.9630752,0.97524697,0.94589007,0.9756863,0.9615744,0.94616836,0.7859119,0.9719332,0.9816042,0.96967894,0.9842958,0.98713446,0.94537324,0.23205447,0.0,0.23205447,0.0,0.23205447,0.6602246,0.23799424,0.30145115,0.23797634,0.40347877,0.37048802,0.59676373,0.34449854,0.23205447,0.30200177,0.34234768,0.57124937,0.23205447,0.22310704,0.22612862,0.978519,0.94904083,0.9896114,0.54507303,0.759676,0.9197495,0.941966,0.9556744,0.97833216,0.9999324,0.938195,0.96355236,0.9579107,0.97259915,0.9394454,0.94424015,0.8544578,0.95200676,0.9599404,0.9856038,0.9342968,0.9550522,0.9364079,0.92243314,0.9696869,0.79476,0.9314641,0.8963364,0.8005009,0.61637014,0.95468444,0.95363283
ytf__wt_ph5__1,0.6223989,0.9527981,0.96763426,0.9575899,0.91049284,0.9581951,0.9533064,0.95946074,0.95193785,0.961472,0.70344776,0.9455482,0.9930071,0.95017385,0.97295403,0.976492,0.99865127,0.9510717,0.99275005,0.9381123,0.9806786,0.98101085,0.9527467,0.97979665,0.9971087,0.96428615,0.9625261,0.71764314,0.9821678,0.7225556,0.9602874,0.9695288,0.9437011,0.97300154,0.9596348,0.9439799,0.89883083,0.9711089,0.97852105,0.9703673,0.980738,0.9834295,0.94112426,0.23085761,0.0,0.23085761,0.0,0.23085761,0.43958762,0.22600058,0.32948753,0.22598279,0.4025191,0.31947878,0.47461328,0.38147524,0.23085761,0.33004916,0.37926424,0.606839,0.23085761,0.22195634,0.22496232,0.9750622,0.9484236,0.9831566,0.30872843,0.6985749,0.9320964,0.9425026,0.95472634,0.97869116,0.99993277,0.93478,0.9659078,0.9569393,0.97400415,0.93873924,0.94657457,0.89542735,0.95314026,0.96546084,0.9877981,0.93375957,0.9542675,0.9374439,0.927443,0.9694062,0.88293076,0.9290489,0.92360055,0.90842426,0.7042309,0.9512081,0.950158
ytf__wt_ph5__2,0.6252729,0.95268625,0.9681639,0.9576152,0.91034305,0.9573203,0.95255363,0.96003217,0.951554,0.96078235,0.6788656,0.9457739,0.99218893,0.9496814,0.972305,0.9761927,0.99852526,0.95097005,0.9922978,0.93840027,0.98017144,0.9806386,0.9527397,0.97947073,0.99675167,0.9643059,0.96229666,0.70568967,0.98151356,0.69879115,0.9601153,0.96936744,0.9438241,0.973075,0.95960456,0.9441012,0.8839802,0.9709827,0.9788353,0.96994543,0.981082,0.98394835,0.9418585,0.2310756,0.0,0.2310756,0.0,0.2310756,0.44029367,0.2333441,0.31944194,0.23332627,0.39570174,0.29832673,0.45415604,0.3714827,0.2310756,0.32000214,0.3692934,0.59712064,0.2310756,0.22216591,0.22517474,0.97554344,0.94871145,0.98338217,0.3092278,0.6831868,0.9359853,0.94248796,0.95483994,0.9786235,0.9999327,0.9353618,0.9656776,0.95684123,0.97351444,0.9387348,0.94625294,0.8706028,0.95298123,0.96558857,0.9872343,0.93368715,0.95429164,0.93733335,0.92786944,0.96945256,0.86502266,0.92926097,0.92377186,0.87932444,0.6796336,0.95170444,0.9506573
ytf__wt_ph8__1,0.6235856,0.9525767,0.96821755,0.95836085,0.90910316,0.9580304,0.9510114,0.9627104,0.9519454,0.96166164,0.6995144,0.94495213,0.99132866,0.9480431,0.9714649,0.9763447,0.9999327,0.9510332,0.9915918,0.9378144,0.9815472,0.9818895,0.95215714,0.98051417,0.9977441,0.96466553,0.96244323,0.70034945,0.9823565,0.7029358,0.9606544,0.968831,0.9438618,0.97373855,0.95991623,0.9439766,0.8791987,0.971455,0.9785729,0.97243255,0.9810465,0.9839099,0.940848,0.23100197,0.0,0.23100197,0.0,0.23100197,0.43212715,0.24743837,0.3458371,0.24742056,0.41673163,0.31721884,0.47187844,0.37994072,0.23100197,0.3463872,0.3777323,0.60545534,0.23100197,0.22209513,0.225103,0.9753632,0.9473367,0.982307,0.3033985,0.6791183,0.9589941,0.9424667,0.9540806,0.9786026,0.9997388,0.9356337,0.9633595,0.95660365,0.97306776,0.93758285,0.94576544,0.92085755,0.95394605,0.966023,0.989516,0.9351271,0.9565443,0.93916,0.92981786,0.9733448,0.9267704,0.9312149,0.9251616,0.97229403,0.7002941,0.95173365,0.95014465
ytf__wt_ph8__2,0.62435615,0.95276123,0.9687615,0.9583612,0.9095329,0.958092,0.95076585,0.96256965,0.95216733,0.96173626,0.68876714,0.9456033,0.9915416,0.9481391,0.971416,0.9764994,0.9999228,0.95111424,0.99173754,0.9378991,0.9813135,0.98176485,0.9522723,0.9806048,0.99764836,0.96474904,0.962239,0.70104,0.98206574,0.6958854,0.9608732,0.96907824,0.9442315,0.9738488,0.96012294,0.94420385,0.8820732,0.9715902,0.97889256,0.9720435,0.9814402,0.98429066,0.9411851,0.23107697,0.0,0.23107697,0.0,0.23107697,0.434241,0.2465804,0.3444489,0.2465626,0.41167864,0.31627268,0.47131506,0.37557653,0.23107697,0.3449992,0.3733773,0.601194,0.23107697,0.22216724,0.22517608,0.9755175,0.94770557,0.982717,0.3048866,0.681631,0.95924604,0.94282013,0.9544398,0.97871244,0.9999327,0.9358919,0.9637455,0.9568508,0.97302336,0.93786746,0.9458191,0.9197273,0.95364606,0.96606344,0.98902565,0.9352743,0.95662516,0.939261,0.9300761,0.9732411,0.9203865,0.93098277,0.92502445,0.97200394,0.6895411,0.95186645,0.95033234
ytf__delybaO__1,0.65586877,0.9577718,0.9730023,0.9639511,0.91481805,0.9662254,0.94810504,0.9698966,0.95445424,0.9684637,0.3804499,0.9515844,0.98490137,0.9461525,0.9665911,0.9764297,0.9971721,0.9522739,0.98820084,0.9399951,0.97250265,0.980021,0.9544123,0.98041475,0.9939166,0.96592563,0.84648746,0.50639516,0.97820437,0.48692983,0.9616608,0.97310823,0.9467301,0.9780745,0.9607655,0.94700783,0.6495795,0.970804,0.98249316,0.96606153,0.9877452,0.99077296,0.9499496,0.23329456,0.0,0.23329456,0.0,0.23329456,0.5606304,0.24557333,0.293857,0.24556334,0.42826393,0.32744375,0.5088973,0.21407501,0.23329456,0.2944006,0.21211249,0.44262314,0.23329456,0.22429933,0.22733705,0.982775,0.95205605,0.9890063,0.4179497,0.6911483,0.82465583,0.9424193,0.9575879,0.9769873,0.99993205,0.9380226,0.9638052,0.9569004,0.9678882,0.93539655,0.9379087,0.6753501,0.89012665,0.6257754,0.9469799,0.86359656,0.9514705,0.9323569,0.8127108,0.82698613,0.6192983,0.80158323,0.7649787,0.58879924,0.38105744,0.9559911,0.9559391
ytf__delybaO__2,0.65504104,0.9588774,0.9736339,0.96455127,0.9142241,0.9647192,0.9481034,0.9700192,0.9542671,0.96717227,0.3981271,0.951838,0.9853815,0.9455064,0.96670246,0.9764948,0.99776286,0.9523038,0.98867625,0.9402883,0.97399175,0.9800975,0.9547789,0.98069924,0.994588,0.9661267,0.9122248,0.53810877,0.97800624,0.5152413,0.96225214,0.97312003,0.9467719,0.9764968,0.9613225,0.9470498,0.6719387,0.9719785,0.9832383,0.9669923,0.9879985,0.9909854,0.949227,0.23338272,0.0,0.23338272,0.0,0.23338272,0.57959723,0.2454622,0.29695693,0.2454502,0.38139936,0.34188014,0.5286163,0.22648129,0.23338272,0.29749474,0.22450404,0.4550718,0.23338272,0.22438408,0.22742294,0.9829044,0.95136017,0.98937595,0.43922174,0.7093907,0.84832674,0.9417538,0.9574719,0.9776983,0.99993205,0.93955463,0.9632298,0.9566462,0.9685398,0.9368556,0.9403683,0.72020066,0.9499287,0.6618665,0.98187876,0.9174529,0.95358336,0.93467045,0.8429347,0.8967686,0.649759,0.8240558,0.78644586,0.6192304,0.39874288,0.95663023,0.9568241
ytf__delybaQ__1,0.6206677,0.95183295,0.9677292,0.95615536,0.9095773,0.9576337,0.9518013,0.9587346,0.95204836,0.9612347,0.7013507,0.9441328,0.99269915,0.95095146,0.9737869,0.97651035,0.99901575,0.9509811,0.9920351,0.93741304,0.98087627,0.98255223,0.95124,0.9801134,0.99751765,0.96437126,0.96138096,0.71614015,0.9819574,0.7196957,0.9606932,0.96943283,0.943783,0.9745043,0.9599817,0.9438937,0.9554794,0.9707709,0.9783741,0.9715397,0.9803584,0.98333097,0.94003373,0.23071617,0.0,0.23071617,0.0,0.23071617,0.4138918,0.25656366,0.34080613,0.25654587,0.40001938,0.31404752,0.4678379,0.3805636,0.23071617,0.34136546,0.37835988,0.6057952,0.23071617,0.22182035,0.22482449,0.97406954,0.94829714,0.9822617,0.29113105,0.7213737,0.9582642,0.9433857,0.95430934,0.9782891,0.9999328,0.9347607,0.9647053,0.95692813,0.97447073,0.93780833,0.94649464,0.9225939,0.95251477,0.9653298,0.98844194,0.9348536,0.9552482,0.9381522,0.92816144,0.9711523,0.90803766,0.92951334,0.923845,0.9705673,0.70213133,0.95059764,0.9490818
ytf__delybaQ__2,0.6224002,0.95156753,0.96768665,0.956288,0.9095087,0.957253,0.9516308,0.95929784,0.9516743,0.96093327,0.6928885,0.9440686,0.9921708,0.950729,0.9736628,0.9762831,0.9990112,0.9508892,0.9916349,0.9376494,0.98076427,0.9821604,0.95124716,0.9798506,0.9973263,0.9641804,0.961665,0.69423324,0.98166406,0.71200556,0.9606386,0.96937746,0.94366515,0.9744677,0.9600295,0.94394404,0.9479328,0.970916,0.9783556,0.97144,0.98047155,0.9834043,0.9403785,0.23085077,0.0,0.23085077,0.0,0.23085077,0.41227433,0.24896722,0.33613423,0.24894942,0.40162912,0.30423218,0.4514815,0.3771746,0.23085077,0.33669388,0.37497553,0.6025594,0.23085077,0.22194976,0.22495565,0.97440046,0.9482867,0.9823443,0.29010645,0.71751904,0.95804995,0.94334483,0.9543559,0.9783061,0.99993277,0.9346198,0.96451265,0.95689505,0.9743609,0.93770874,0.9463883,0.9081027,0.9528628,0.9655291,0.98869425,0.934952,0.955139,0.9380746,0.92834103,0.97121656,0.8919776,0.92961264,0.92394495,0.9707815,0.6936637,0.95101184,0.94948316
ytf__delybiH__1,0.62701,0.95569956,0.9682861,0.9585729,0.9105714,0.96326023,0.9500499,0.9668346,0.9523252,0.9663494,0.68747526,0.9441032,0.99103534,0.94731516,0.9712387,0.9761695,0.9991287,0.9508539,0.9906274,0.93512267,0.9808291,0.98068255,0.95150936,0.9813024,0.9978059,0.9648048,0.9629176,0.7035748,0.9819024,0.7140345,0.9609512,0.9702169,0.9443943,0.97534776,0.9604007,0.9446735,0.8001085,0.9718011,0.97813594,0.972013,0.98128057,0.9838193,0.9415209,0.23116574,0.0,0.23116574,0.0,0.23116574,0.58513737,0.22366253,0.30899,0.2236447,0.38901827,0.33689386,0.53989434,0.37508118,0.23116574,0.30954248,0.3728831,0.60078734,0.23116574,0.22225259,0.22526258,0.9757042,0.9472696,0.98575,0.44806567,0.6819523,0.9403466,0.94185954,0.9541193,0.97847855,0.99993265,0.9364851,0.9632721,0.9570858,0.9745833,0.9385327,0.9455864,0.91156155,0.95377874,0.96638507,0.9902452,0.9361267,0.9565511,0.9386337,0.928572,0.97173375,0.9035078,0.9314434,0.9257204,0.97270805,0.68824756,0.9522084,0.95156085
ytf__delybiH__2,0.6424227,0.95958006,0.97244793,0.9625914,0.9133287,0.9665806,0.94930136,0.9717569,0.9540235,0.9689686,0.56362027,0.94799083,0.9882972,0.94588375,0.96928924,0.97692114,0.99939054,0.9518865,0.99029285,0.9370509,0.97836703,0.9811692,0.95345587,0.98171496,0.9976419,0.96638346,0.96206164,0.6181688,0.9809442,0.62088335,0.9626034,0.9734557,0.94594544,0.97727764,0.96169716,0.9462223,0.7493328,0.97312707,0.981942,0.96997035,0.98525804,0.9882933,0.9464792,0.23249167,0.0,0.23249167,0.0,0.23249167,0.6408613,0.25151363,0.28525963,0.2514977,0.36667702,0.3657828,0.5797703,0.320344,0.23249167,0.28579935,0.31823486,0.54765546,0.23249167,0.2235274,0.22655466,0.9799643,0.94920576,0.9891377,0.51739085,0.72582173,0.93558705,0.942008,0.9556168,0.9784487,0.9999323,0.93970174,0.96277666,0.9574152,0.9719401,0.9393273,0.94378453,0.8563505,0.95305353,0.9044919,0.98806226,0.93630403,0.9567739,0.938214,0.9285327,0.9721213,0.7854946,0.9331911,0.90502566,0.8095016,0.5643293,0.9556367,0.9552722
ytf__delydcI_ph5__1,0.6191334,0.95195514,0.9662971,0.9572013,0.9096147,0.95820075,0.9538573,0.9581158,0.95204204,0.9614598,0.6951057,0.94535005,0.9936122,0.9506673,0.9735224,0.9765504,0.998884,0.95119274,0.9927352,0.9384981,0.9811783,0.9812731,0.95276695,0.9797305,0.99714977,0.96419746,0.9616435,0.72761554,0.9829915,0.7099315,0.96079814,0.9693942,0.9436613,0.9718336,0.9599883,0.9438391,0.95697415,0.97168154,0.9773859,0.9704924,0.9798154,0.982318,0.9397484,0.23057535,0.0,0.23057535,0.0,0.23057535,0.40307185,0.21849106,0.342121,0.21847329,0.40609586,0.3743267,0.49895018,0.377967,0.23057535,0.34268987,0.3757686,0.603077,0.23057535,0.22168496,0.22468728,0.97383446,0.9478369,0.98255104,0.28433248,0.71099025,0.9147917,0.9416406,0.95478165,0.9786362,0.9999328,0.93335664,0.9668719,0.9563342,0.9734276,0.9378996,0.9467979,0.9468789,0.95260894,0.9646044,0.98782486,0.93374574,0.9534504,0.93686265,0.92654616,0.96835923,0.8896612,0.92794263,0.9226234,0.9173733,0.6958819,0.9499266,0.94885015
ytf__delydcI_ph5__2,0.6206396,0.95226425,0.96694505,0.9573291,0.90968233,0.9581097,0.9536871,0.95855826,0.9519086,0.96138024,0.68087846,0.94549793,0.9933246,0.95033556,0.97320944,0.97638506,0.99905145,0.95111215,0.99263686,0.9386051,0.9809658,0.9808551,0.95280373,0.9798453,0.9970832,0.9642812,0.9616391,0.7218854,0.9827937,0.71116287,0.9604475,0.96914446,0.943589,0.9721897,0.95984674,0.9438676,0.9471046,0.9716028,0.97771305,0.9702867,0.9800844,0.98273045,0.94005764,0.23068517,0.0,0.23068517,0.0,0.23068517,0.40266702,0.23009035,0.32830274,0.23007059,0.40405425,0.3751512,0.48607412,0.37216523,0.23068517,0.32886988,0.36997566,0.597416,0.23068517,0.22179054,0.22479428,0.9742489,0.94803727,0.9826317,0.2841043,0.70147973,0.9324159,0.9415654,0.9547463,0.97877026,0.9999328,0.9338703,0.9666249,0.9562699,0.97332007,0.93775344,0.9465947,0.93895096,0.95265156,0.96461713,0.9877835,0.93365294,0.9534144,0.9367436,0.92666334,0.96839356,0.8814432,0.9280446,0.92272687,0.90148723,0.6816472,0.95014584,0.949142
ytf__delydcI_ph8__1,0.62256837,0.9529872,0.9685137,0.9583796,0.9094421,0.958346,0.9518735,0.96375823,0.95205355,0.96180975,0.70958537,0.9447799,0.99151766,0.9476719,0.97117436,0.97649556,0.99993277,0.9510051,0.99206364,0.9369721,0.9815201,0.9817931,0.9517192,0.9807823,0.9979645,0.96477306,0.9627375,0.73286426,0.98245573,0.7324706,0.96033806,0.9691388,0.94404596,0.97431564,0.9596892,0.9438145,0.87805474,0.97068775,0.97842824,0.9726105,0.98112446,0.9839908,0.940695,0.23091972,0.0,0.23091972,0.0,0.23091972,0.44325864,0.25174573,0.3257148,0.2517279,0.42162952,0.38304368,0.4975293,0.3839754,0.23091972,0.32626474,0.38175985,0.60938597,0.23091972,0.22201605,0.22502285,0.9750575,0.94708836,0.9822322,0.31140485,0.6752327,0.9595705,0.9422478,0.9536914,0.9788199,0.9996459,0.93623227,0.9626643,0.9570563,0.97372615,0.9380363,0.9459331,0.97197354,0.9543086,0.96596783,0.9895771,0.93492866,0.95691186,0.939152,0.92945313,0.9733622,0.9449203,0.9314451,0.92531085,0.9724008,0.71037066,0.951559,0.9500853
ytf__delydcI_ph8__2,0.6199079,0.9518149,0.96688,0.9572651,0.9075772,0.9567872,0.94990134,0.9600929,0.9510408,0.9603713,0.7063355,0.9446407,0.9913902,0.9479029,0.9711039,0.97577614,0.9999329,0.95001394,0.99134284,0.93761665,0.9812362,0.9815423,0.9511395,0.97981244,0.9970399,0.96359605,0.96107435,0.7217877,0.9821031,0.7225835,0.95958936,0.9677074,0.94256526,0.9725573,0.9590167,0.9426048,0.9559894,0.97092026,0.97723544,0.97117895,0.97955376,0.9825277,0.93895745,0.23051889,0.0,0.23051889,0.0,0.23051889,0.41416782,0.2627957,0.33212218,0.26277792,0.4171457,0.36925876,0.48352987,0.38249925,0.23051889,0.33267313,0.38028756,0.6075225,0.23051889,0.22163068,0.22463226,0.973675,0.94618887,0.980705,0.29128498,0.69244134,0.95790094,0.94135875,0.95269364,0.9774645,0.9985624,0.9343169,0.9625692,0.95545626,0.9721466,0.93614745,0.94493496,0.9668504,0.9526541,0.964066,0.988051,0.9331261,0.9549389,0.93751395,0.92820114,0.9720281,0.9352173,0.92926157,0.92350924,0.97041476,0.70711946,0.94987375,0.948288
ytf__delyddM__1,0.6203651,0.953877,0.9683407,0.9559387,0.91048574,0.9577889,0.95195556,0.95901644,0.95202476,0.96174437,0.7107945,0.9438549,0.9938306,0.95397186,0.9767517,0.97702247,0.99900174,0.95145154,0.99306166,0.93603104,0.981907,0.981735,0.9522679,0.9802505,0.9979185,0.96488935,0.9621931,0.73912895,0.9838916,0.73921394,0.9603428,0.9705685,0.9437798,0.9753047,0.9600701,0.9439656,0.9292014,0.9707464,0.97963375,0.97159636,0.98116964,0.98413676,0.9416133,0.23075357,0.0,0.23075357,0.0,0.23075357,0.47336158,0.24278395,0.2263,0.24276616,0.4047394,0.32229593,0.43325967,0.3843791,0.23075357,0.22685744,0.38217503,0.6096334,0.23075357,0.22185631,0.22486094,0.9752711,0.9482927,0.9831464,0.3350933,0.7292097,0.9581506,0.9433667,0.95378405,0.9788035,0.99993277,0.93494385,0.9632783,0.9577929,0.9747453,0.9392729,0.94814247,0.9526712,0.95313174,0.9676686,0.9896558,0.9379524,0.95630836,0.9403146,0.9273947,0.97112983,0.8993548,0.92966,0.9237872,0.97083336,0.71157926,0.950902,0.94958943
ytf__delyddM__2,0.6199759,0.95406955,0.96857923,0.95619434,0.9102382,0.9573407,0.9516009,0.9593172,0.95186967,0.96127796,0.70775723,0.943932,0.99411786,0.9538264,0.97674227,0.97690237,0.99947226,0.95118976,0.99310195,0.9363718,0.9822805,0.981731,0.9524468,0.9805846,0.9980847,0.9648515,0.9623176,0.7271469,0.9839012,0.7299576,0.9602284,0.9698126,0.9435189,0.97565913,0.9600683,0.9437679,0.9391725,0.9714254,0.9794422,0.9715005,0.9808356,0.98400205,0.9412103,0.2307294,0.0,0.2307294,0.0,0.2307294,0.44131407,0.25809634,0.2597309,0.25807855,0.3978701,0.3244324,0.41875008,0.38314697,0.2307294,0.2602883,0.3809471,0.6083856,0.2307294,0.22183307,0.22483738,0.9750602,0.9483258,0.98254925,0.3099939,0.73092604,0.95886064,0.943337,0.95376915,0.97885513,0.9999328,0.9353934,0.9632762,0.95759964,0.97460365,0.93923974,0.9483989,0.9569612,0.95329475,0.96766406,0.99007195,0.9382297,0.95635444,0.94058377,0.92739636,0.9711764,0.9016541,0.929703,0.9237596,0.97089374,0.70853996,0.95075494,0.9496817
