,R_PFK,R_PFL,R_PGI,R_PGK,R_PGL,R_ACALD,R_AKGt2r,R_PGM,R_PIt2r,R_ALCD2x,R_ACALDt,R_ACKr,R_PPC,R_ACONTa,R_ACONTb,R_ATPM,R_PPCK,R_ACt2r,R_PPS,R_ADK1,R_AKGDH,R_ATPS4r,R_PTAr,R_PYK,R_BIOMASS_Ecoli_core_w_GAM,R_PYRt2,R_CO2t,R_RPE,R_CS,R_RPI,R_SUCCt2_2,R_CYTBD,R_D_LACt2,R_ENO,R_SUCCt3,R_ETOHt2r,R_SUCDi,R_SUCOAS,R_TALA,R_THD2,R_TKT1,R_TKT2,R_TPI,R_EX_ac_e,R_EX_acald_e,R_EX_akg_e,R_EX_co2_e,R_EX_etoh_e,R_EX_for_e,R_EX_fru_e,R_EX_fum_e,R_EX_glc__D_e,R_EX_gln__L_e,R_EX_glu__L_e,R_EX_h_e,R_EX_h2o_e,R_EX_lac__D_e,R_EX_mal__L_e,R_EX_nh4_e,R_EX_o2_e,R_EX_pi_e,R_EX_pyr_e,R_EX_succ_e,R_FBA,R_FBP,R_FORt2,R_FORt,R_FRD7,R_FRUpts2,R_FUM,R_FUMt2_2,R_G6PDH2r,R_GAPD,R_GLCpts,R_GLNS,R_GLNabc,R_GLUDy,R_GLUN,R_GLUSy,R_GLUt2r,R_GND,R_H2Ot,R_ICDHyr,R_ICL,R_LDH_D,R_MALS,R_MALt2_2,R_MDH,R_ME1,R_ME2,R_NADH16,R_NADTRHD,R_NH4t,R_O2t,R_PDH
oxidative__delsoxr_pq__2,0.8327608,0.98761714,0.9933679,0.98326087,0.97212565,0.97924846,0.9767325,0.9903768,0.97906876,0.9795249,0.45888746,0.98212385,0.98931235,0.97874564,0.987059,0.98759985,0.99792814,0.97939533,0.99126667,0.9783654,0.98890626,0.9886384,0.98276496,0.98759985,0.9947745,0.98491627,0.98787117,0.8941514,0.98714715,0.8083442,0.9837378,0.9857699,0.9779939,0.98996377,0.9838052,0.9780838,0.99093664,0.9906671,0.99191815,0.9841646,0.99602216,0.9968913,0.97836375,0.25768787,0.0,0.25768787,0.0,0.25768787,0.5876977,0.27261087,0.2544548,0.27260396,0.45890298,0.34759566,0.5406702,0.24243654,0.25768787,0.25480384,0.24111982,0.49706414,0.25768787,0.32986465,0.3170533,0.99393994,0.98072934,0.9937809,0.41197398,0.9501524,0.9910818,0.98161584,0.9835564,0.9897305,0.9940436,0.9834596,0.9881114,0.98751,0.98697954,0.981056,0.9789633,0.9964317,0.9836168,0.9943304,0.99698466,0.9812443,0.9877951,0.97925884,0.9808607,0.99253505,0.99265254,0.98146546,0.9794835,0.9959098,0.4832868,0.99994123,0.99959564
oxidative__delsoxs_pq__1,0.83114713,0.98772097,0.9933231,0.9833423,0.97221756,0.9793559,0.9768814,0.99035615,0.97917956,0.9795891,0.44470727,0.982207,0.98941267,0.9788461,0.98716974,0.9877037,0.99794716,0.9794941,0.99137396,0.9785091,0.98889947,0.9887215,0.9828101,0.9876605,0.99485064,0.98500633,0.9878506,0.8611742,0.98718876,0.77298,0.983833,0.9858185,0.9780547,0.98996043,0.9839004,0.9781428,0.9909869,0.9907294,0.99191654,0.9841959,0.9959894,0.9968983,0.9782983,0.25768474,0.0,0.25768474,0.0,0.25768474,0.6060089,0.28536695,0.32177028,0.28536177,0.4660582,0.41038963,0.60207254,0.232439,0.25768474,0.32212105,0.23113091,0.4870877,0.25768474,0.3298607,0.31704944,0.9939296,0.9807538,0.99382764,0.42673287,0.990389,0.99108016,0.9816696,0.9835946,0.98978937,0.99414563,0.9834425,0.98809767,0.9875551,0.9870108,0.9810475,0.9789809,0.99642134,0.98365504,0.994353,0.99702615,0.9811806,0.9878126,0.97925043,0.9808661,0.99250746,0.99265784,0.98143804,0.9794716,0.99608785,0.4691029,0.99994123,0.9995853
oxidative__delsoxs_pq__2,0.83119553,0.98769677,0.9932626,0.98335785,0.9722314,0.9793593,0.9768866,0.9903665,0.9791986,0.9795891,0.44615534,0.9822018,0.98941094,0.97883916,0.9871732,0.9877106,0.9979264,0.9794993,0.9913601,0.9785074,0.988915,0.98876816,0.9828343,0.9876519,0.99484545,0.9849977,0.9878575,0.86208487,0.9872164,0.7683611,0.9838486,0.9858306,0.9780685,0.9899,0.9839177,0.97815835,0.99100935,0.9907536,0.9918958,0.9842218,0.9960032,0.99688965,0.97833806,0.25768474,0.0,0.25768474,0.0,0.25768474,0.5961663,0.25902566,0.32755727,0.25902048,0.4705613,0.4104743,0.6000612,0.23347923,0.25768474,0.3279098,0.23216942,0.4881262,0.25768474,0.3298607,0.31704944,0.99395037,0.9807503,0.9938553,0.41867876,0.9892174,0.991094,0.98168,0.9836136,0.9897911,0.99412835,0.9834909,0.98809767,0.98755336,0.98700386,0.98105615,0.97899467,0.99643,0.9836533,0.994353,0.9970417,0.98115987,0.9878212,0.9792677,0.980873,0.99249715,0.9926682,0.98143804,0.9794751,0.9918163,0.47055092,0.99994123,0.9995749
nac_ntrc__wt_csn__1,0.8205007,0.9886507,0.9935786,0.98421884,0.9732273,0.98072726,0.9781777,0.9913316,0.9803245,0.98077565,0.9565974,0.9832491,0.990552,0.979761,0.987821,0.9888633,0.998752,0.9804818,0.99241537,0.97946197,0.9894147,0.9897137,0.98369336,0.9884692,0.99573064,0.985873,0.9875323,0.9496938,0.9881684,0.8755965,0.98475116,0.98683923,0.9790229,0.9907145,0.98481166,0.9790938,0.9913264,0.99167037,0.99270576,0.98493093,0.996645,0.9973969,0.97886395,0.25776225,0.0,0.25776225,0.0,0.25776225,0.6511027,0.23734523,0.33896363,0.23733832,0.53894395,0.35733756,0.61168087,0.47553396,0.25776225,0.33934736,0.5464093,0.7294244,0.25776225,0.32995987,0.3171448,0.9944135,0.9821014,0.99476784,0.46728384,0.9983424,0.9913938,0.9822552,0.984549,0.9903774,0.99455005,0.9838092,0.9879247,0.9880647,0.98714864,0.98209965,0.979156,0.9966951,0.98378325,0.99441695,0.9976475,0.98159325,0.98808545,0.9791664,0.9809606,0.9931292,0.99282503,0.98171943,0.9797368,0.99837005,0.99105674,0.99980295,0.99994123
nac_ntrc__wt_csn__2,0.81964135,0.98874205,0.99362516,0.9842755,0.9731524,0.98079944,0.9782032,0.9913003,0.98038286,0.98083055,0.9772041,0.9832989,0.990621,0.9797986,0.98785704,0.98891664,0.9987935,0.98052806,0.9924636,0.9794944,0.9894611,0.98974806,0.9837276,0.9885225,0.9957824,0.98592454,0.98755455,0.9663748,0.98823214,0.87858087,0.9848062,0.98687524,0.979064,0.9907817,0.98486495,0.9791366,0.991385,0.9917203,0.992754,0.9849704,0.996676,0.9974245,0.9788825,0.2577676,0.0,0.2577676,0.0,0.2577676,0.647768,0.23535371,0.34036732,0.2353468,0.5499849,0.36327037,0.61282223,0.4827812,0.2577676,0.34074932,0.55454475,0.7366423,0.2577676,0.32996672,0.31715137,0.9944376,0.9821252,0.9948092,0.46407676,0.9983942,0.99145585,0.9822825,0.9845884,0.990417,0.99460006,0.9838762,0.9879763,0.98808867,0.987195,0.9821615,0.9791798,0.9967244,0.98382956,0.9944203,0.9977218,0.9815842,0.98812497,0.9792213,0.9810034,0.99318266,0.9928715,0.9817657,0.97979,0.99841493,0.99105483,0.9998064,0.99994123
nac_ntrc__wt_cytd__1,0.83317834,0.9873633,0.99317354,0.98368907,0.9724228,0.9794964,0.97709763,0.99106854,0.9792423,0.9798559,0.60840434,0.98288023,0.98946995,0.97872734,0.98677737,0.98785925,0.998175,0.9796433,0.99163544,0.9793322,0.988573,0.98880804,0.98325527,0.98782295,0.9948551,0.98511654,0.98751014,0.7901768,0.9873875,0.72512484,0.9839431,0.9861051,0.9783471,0.98998845,0.9840226,0.97840244,0.990735,0.9909943,0.9922213,0.98428184,0.99628085,0.9970983,0.9785459,0.25772083,0.0,0.25772083,0.0,0.25772083,0.5627309,0.23622003,0.30058932,0.23626325,0.5567202,0.31821716,0.52353144,0.33007967,0.25772083,0.30095226,0.5390509,0.58448577,0.25772083,0.32990685,0.31709382,0.9942053,0.9813957,0.9941396,0.39345697,0.8651885,0.99107546,0.98148215,0.98389816,0.98986053,0.9941223,0.98348165,0.9871593,0.98711437,0.9868517,0.98148215,0.9786271,0.99611497,0.983473,0.9940342,0.997164,0.9813819,0.987524,0.97935295,0.98072517,0.9928538,0.9924546,0.9814061,0.97939444,0.89167863,0.9909182,0.99994123,0.9998721
nac_ntrc__wt_cytd__2,0.8330747,0.9873823,0.99316317,0.98368907,0.97242624,0.9794878,0.9770942,0.9910426,0.9792423,0.97984034,0.6085996,0.9828716,0.98946995,0.97871006,0.98676527,0.9878575,0.9981664,0.9796433,0.991632,0.97931665,0.9885782,0.98882705,0.98325527,0.98781776,0.99485856,0.98512,0.98751706,0.78842956,0.9873995,0.7412768,0.9839431,0.98610336,0.9783506,0.9899919,0.9840226,0.9784076,0.990735,0.9909943,0.9922282,0.984287,0.9963016,0.9971225,0.97854763,0.25772083,0.0,0.25772083,0.0,0.25772083,0.5597377,0.23509324,0.30287403,0.23626325,0.5521594,0.3199903,0.5233932,0.3301799,0.25772083,0.30323523,0.53328204,0.5845843,0.25772083,0.32990685,0.31709382,0.9942122,0.98139226,0.9941448,0.3913589,0.86182535,0.9910893,0.98147523,0.9839016,0.98986745,0.99411196,0.9834955,0.98714894,0.98712474,0.9868569,0.9814735,0.97863054,0.9961184,0.98348683,0.994029,0.99716574,0.9813836,0.9875257,0.9793668,0.9807338,0.99286246,0.9924667,0.9814061,0.9793996,0.89539427,0.9909355,0.99994123,0.99987036
nac_ntrc__wt_gln__1,0.8340998,0.9872266,0.9931251,0.9836665,0.972248,0.97932684,0.97704387,0.9910581,0.9791696,0.97974163,0.61762625,0.9828438,0.9893057,0.97876346,0.9867738,0.9878038,0.9980333,0.97959816,0.9915351,0.97928363,0.98851585,0.9888166,0.9832102,0.9877313,0.99475133,0.98506457,0.98742366,0.8365988,0.9874513,0.760223,0.9838756,0.98601514,0.978302,0.9900488,0.9839326,0.9783694,0.99064505,0.99104774,0.99225926,0.9842558,0.9962705,0.99705166,0.9785301,0.25772306,0.0,0.25772306,0.0,0.25772306,0.5914401,0.21756923,0.30293715,0.21756405,0.57384145,0.32576194,0.5451026,0.33474356,0.25772306,0.30329832,0.59291077,0.5891346,0.25772306,0.3299097,0.31709656,0.9941983,0.9814249,0.9941015,0.41490775,0.84259063,0.99111515,0.9815684,0.9838704,0.98983973,0.99412054,0.98354375,0.98726463,0.98710394,0.98680663,0.98147506,0.9786615,0.99612874,0.9833692,0.9940203,0.9972037,0.98144394,0.9874496,0.97935796,0.9806904,0.992833,0.9924787,0.98138344,0.979377,0.85718554,0.9907678,0.99994123,0.99986345
nac_ntrc__wt_gln__2,0.83348656,0.9872714,0.9931423,0.9836801,0.97229445,0.979382,0.97710586,0.99106324,0.97919875,0.9797812,0.6286803,0.9828644,0.98936605,0.97879785,0.98682034,0.9878418,0.998073,0.9796187,0.9915696,0.97929555,0.9885331,0.988839,0.9832256,0.98776054,0.9947962,0.9850904,0.98746157,0.83742523,0.98749787,0.77193147,0.9838979,0.9860375,0.97831047,0.9900608,0.98395836,0.9783796,0.9906934,0.991084,0.9922989,0.98428327,0.99628943,0.99707234,0.9785334,0.25772527,0.0,0.25772527,0.0,0.25772527,0.5865266,0.21981093,0.3259756,0.21980575,0.57244307,0.33615845,0.5582904,0.34024748,0.25772527,0.3263368,0.5992966,0.59462166,0.25772527,0.32991254,0.3170993,0.99421036,0.98143166,0.9941153,0.41106254,0.8623656,0.9911427,0.9815907,0.983872,0.9898742,0.9941395,0.98357123,0.98728526,0.98712456,0.986848,0.98150253,0.97869414,0.99613565,0.98342437,0.9940203,0.99722445,0.98142475,0.9874875,0.97939754,0.9807006,0.99286926,0.99252015,0.9814161,0.9794148,0.8710829,0.9907556,0.99994123,0.9998531
nac_ntrc__bw_delnac_csn__1,0.80361015,0.9857261,0.9905834,0.9812479,0.96950173,0.97789824,0.9752947,0.98820215,0.9775485,0.9778362,0.9999414,0.98018473,0.9305984,0.97661453,0.98455447,0.9860156,0.9958371,0.9775898,0.9895737,0.97648877,0.98664796,0.98701495,0.9804432,0.9854642,0.99288374,0.9829744,0.9844803,0.9988783,0.9854246,0.9941002,0.98177683,0.98394275,0.9761218,0.987301,0.98179924,0.9762148,0.98816943,0.9885037,0.98963404,0.9820491,0.9935988,0.99424493,0.97583747,0.25695214,0.0,0.25695214,0.0,0.25695214,0.6458015,0.20595801,0.25368866,0.21753702,0.5490186,0.3532043,0.5819119,0.51674217,0.25695214,0.25407806,0.5925915,0.76962095,0.25695214,0.32892287,0.31614804,0.99106073,0.97903717,0.9918344,0.46269822,0.97174174,0.9884072,0.97915435,0.98167175,0.9873527,0.9916862,0.98085845,0.9849697,0.98516786,0.98417884,0.9792836,0.9755066,0.9934041,0.9807913,0.9909608,0.99445516,0.9784479,0.984968,0.9764733,0.9779448,0.99011993,0.9899011,0.97879076,0.97682995,0.9953891,0.987799,0.9965539,0.9966762
nac_ntrc__bw_delnac_csn__2,0.81234646,0.98556936,0.9905111,0.9813289,0.9696293,0.977962,0.9753757,0.98805743,0.9775244,0.97794825,0.9999414,0.9802451,0.97230697,0.9765612,0.98446834,0.98601735,0.9957337,0.97760534,0.9894876,0.9764388,0.98661697,0.9869444,0.98040533,0.98549527,0.9928131,0.98296064,0.98437184,0.9986905,0.9853798,0.9092118,0.9817924,0.98390144,0.9761011,0.98736995,0.98181653,0.9762097,0.9881901,0.98851925,0.98963577,0.9819854,0.9936178,0.9942932,0.9758341,0.2569517,0.0,0.2569517,0.0,0.2569517,0.61796945,0.1902261,0.3149362,0.19200602,0.5635086,0.3743319,0.60558236,0.5159314,0.2569517,0.3153239,0.5992001,0.7688115,0.2569517,0.3289223,0.3161475,0.99117273,0.9789993,0.9918499,0.437234,0.9916483,0.9883711,0.97915787,0.981658,0.98742855,0.99162936,0.9808568,0.9850214,0.9851558,0.9841651,0.97930086,0.97539294,0.99338347,0.9807138,0.9909143,0.9945913,0.97834975,0.98494387,0.9765233,0.9779758,0.99011135,0.9898632,0.978746,0.9767645,0.9953133,0.9877766,0.9965539,0.9967193
nac_ntrc__bw_delnac_cytd__1,0.8208452,0.9884136,0.99359924,0.9843705,0.9732145,0.980891,0.9783016,0.99128467,0.9803983,0.98094976,0.82604635,0.98334205,0.9904982,0.97941476,0.9873972,0.9888509,0.9987779,0.9805245,0.992505,0.9794943,0.98964256,0.9897843,0.98357713,0.9886089,0.99582905,0.9859815,0.9877965,0.93385386,0.9884032,0.88933694,0.98480266,0.9868959,0.9791762,0.9904809,0.9848701,0.9792471,0.9911671,0.99140394,0.9925206,0.9848943,0.9966795,0.9974487,0.9788772,0.25776893,0.0,0.25776893,0.0,0.25776893,0.56366396,0.22172363,0.3470257,0.22171672,0.5745953,0.38793686,0.593063,0.42682216,0.25776893,0.34740943,0.5992996,0.6809214,0.25776893,0.32996842,0.317153,0.9944946,0.9819627,0.9949164,0.3941371,0.9171285,0.99151456,0.9822133,0.9846488,0.99058807,0.9947366,0.9839522,0.98805404,0.98801947,0.98727274,0.9821805,0.9788167,0.9965049,0.98391247,0.99416274,0.99771315,0.9815271,0.9881301,0.9797691,0.981114,0.9933295,0.99311864,0.98202837,0.9800422,0.99833024,0.9909234,0.99994123,0.99989283
nac_ntrc__bw_delnac_cytd__2,0.82301414,0.98823744,0.99353707,0.9842256,0.97342587,0.98073053,0.97818273,0.9912572,0.98024136,0.9808204,0.8066399,0.9832317,0.99033415,0.97931314,0.987311,0.98868686,0.9986967,0.9804004,0.99238247,0.9794687,0.98955804,0.989641,0.9835445,0.988514,0.9957029,0.98586595,0.98776907,0.9044426,0.98828584,0.8557401,0.9847061,0.9867821,0.97910225,0.9904292,0.98476315,0.9791524,0.9911068,0.991373,0.9924689,0.98480636,0.9966277,0.99739516,0.97889656,0.2577645,0.0,0.2577645,0.0,0.2577645,0.53300077,0.22165066,0.28756404,0.22164547,0.5673135,0.36415446,0.533846,0.41909695,0.2577645,0.28794432,0.60617906,0.6732229,0.2577645,0.32996273,0.31714755,0.9944774,0.9819146,0.9948404,0.37382892,0.89987415,0.99145424,0.98212373,0.9845903,0.9905416,0.9946537,0.98389024,0.98800415,0.9879419,0.9872315,0.9821635,0.9787687,0.99645656,0.9838816,0.9941524,0.9976492,0.9815205,0.9880733,0.9796986,0.9810572,0.993302,0.9931032,0.98201483,0.98001665,0.99831295,0.99088556,0.99994123,0.999879
nac_ntrc__bw_delnac_gln__1,0.82450736,0.98805207,0.9933701,0.9841426,0.973306,0.98043877,0.9779206,0.99110603,0.97998595,0.9805546,0.6805705,0.9831471,0.99003965,0.97913563,0.9871395,0.9884582,0.9985102,0.98017955,0.99207044,0.9793672,0.98929477,0.9894278,0.9834167,0.98826987,0.9954493,0.9856428,0.9877704,0.93939966,0.9881091,0.89651465,0.9844848,0.986564,0.97886425,0.9903006,0.9845384,0.9789265,0.9909781,0.9913428,0.9924005,0.9846715,0.99645865,0.99721915,0.97865343,0.25773686,0.0,0.25773686,0.0,0.25773686,0.5546117,0.21960649,0.25447723,0.21959957,0.5887704,0.35638288,0.5310304,0.36498132,0.25773686,0.254854,0.6192183,0.61928916,0.25773686,0.32992738,0.31711355,0.9942464,0.9817022,0.994618,0.3878471,0.9081446,0.9913791,0.981977,0.9843828,0.9904095,0.99466467,0.9838194,0.9878187,0.9876995,0.9872761,0.98195624,0.9786949,0.9963964,0.9836863,0.99421704,0.9975821,0.9814723,0.9879466,0.97951585,0.9809469,0.99317485,0.9929294,0.98183876,0.97985286,0.99827164,0.9907362,0.99994123,0.9997684
nac_ntrc__bw_delnac_gln__2,0.8256294,0.98792607,0.9933253,0.9841203,0.9732112,0.98032844,0.97783273,0.99109924,0.9799153,0.9804701,0.66626054,0.9831075,0.98992914,0.97908574,0.98709303,0.988391,0.99842894,0.9801245,0.99199796,0.9793623,0.9892465,0.98935884,0.9833789,0.988206,0.99536294,0.9855721,0.98772556,0.93689436,0.9880643,0.8901592,0.98444176,0.9865175,0.9788265,0.9902472,0.9844971,0.97888356,0.9909592,0.9912997,0.9923298,0.9846336,0.9964155,0.997169,0.9786329,0.25773373,0.0,0.25773373,0.0,0.25773373,0.5349472,0.20023644,0.25447416,0.20023125,0.58283687,0.34421647,0.5181757,0.3583281,0.25773373,0.25485092,0.59821534,0.61265707,0.25773373,0.3299234,0.3171097,0.9942361,0.9816523,0.99459213,0.375027,0.9054011,0.9913481,0.98193574,0.9843502,0.9903526,0.99464226,0.98380405,0.98776186,0.98767716,0.9872105,0.981896,0.9786329,0.99638265,0.98363465,0.9941998,0.9975717,0.98144317,0.9879036,0.979504,0.98093677,0.9931265,0.992869,0.98179054,0.97979265,0.9982475,0.99079156,0.99994123,0.999777
nac_ntrc__bw_delnac_nh4__1,0.831122,0.98757714,0.9935941,0.9837813,0.9728951,0.9799751,0.97746354,0.99125195,0.9794825,0.9802793,0.88233453,0.98278224,0.98983115,0.9789518,0.9869134,0.9882098,0.99821097,0.9798247,0.99192435,0.9789345,0.98916566,0.9891328,0.98309165,0.98801965,0.9952276,0.98531276,0.9875391,0.88691336,0.98799026,0.8413202,0.9841149,0.98631185,0.9785041,0.99028397,0.98419267,0.9785767,0.99096847,0.9908129,0.9924844,0.9843033,0.9965966,0.997383,0.97890687,0.25776538,0.0,0.25776538,0.0,0.25776538,0.51087755,0.23896946,0.3857518,0.23896427,0.4924723,0.4286191,0.6182774,0.44848323,0.25776538,0.38611135,0.4468999,0.7024787,0.25776538,0.32996386,0.31714863,0.9945206,0.9813856,0.99425787,0.3608888,0.8635905,0.9913522,0.9818281,0.9839403,0.9901129,0.9940418,0.9837623,0.98812854,0.9877621,0.9872055,0.9817365,0.9787686,0.9962543,0.9836949,0.9938672,0.99757314,0.9815014,0.987909,0.9798472,0.98097074,0.99318963,0.9929822,0.98190933,0.9799094,0.99827665,0.9068933,0.999879,0.99994123
nac_ntrc__bw_delnac_nh4__2,0.83138555,0.9875892,0.99360096,0.98375356,0.97286385,0.9799698,0.9774583,0.99125195,0.9794616,0.9802775,0.87926924,0.98277694,0.9898207,0.97893786,0.98689604,0.9881959,0.99822134,0.9798194,0.9919226,0.9789275,0.9891535,0.9891051,0.98308116,0.9880334,0.9952189,0.9853127,0.9875408,0.8898098,0.98796946,0.8408994,0.98409754,0.98628587,0.97850746,0.9902788,0.9841788,0.9785697,0.9909702,0.9908077,0.99248785,0.9842877,0.9965913,0.9973726,0.9789206,0.2577667,0.0,0.2577667,0.0,0.2577667,0.5220949,0.24249516,0.3923637,0.24248998,0.4923072,0.4271659,0.627243,0.4473309,0.2577667,0.3927215,0.44574928,0.70133287,0.2577667,0.3299656,0.3171503,0.99452055,0.9813872,0.99424225,0.36726204,0.8592114,0.991347,0.98181933,0.98392123,0.99011976,0.9940348,0.98375183,0.9881181,0.9877465,0.9872037,0.9817381,0.97875464,0.99624044,0.9836965,0.993862,0.99758697,0.981503,0.9879176,0.9798557,0.9809516,0.99321204,0.9930098,0.9819317,0.97993004,0.99828184,0.9038247,0.99988765,0.99994123
misc__wt_no_te__1,0.8301912,0.98780894,0.99357,0.98372453,0.9726777,0.9798043,0.97727895,0.9909427,0.9794552,0.9800549,0.80292773,0.9825336,0.98981744,0.9790213,0.9871504,0.98811144,0.99824214,0.97979563,0.99189335,0.97880006,0.9892626,0.9891036,0.983085,0.9880077,0.9952086,0.98530436,0.9876551,0.9394509,0.98779166,0.87368524,0.98412037,0.98631555,0.97846645,0.99015796,0.9841964,0.97855115,0.9910136,0.99093235,0.99261934,0.9843433,0.9966035,0.9973658,0.9788882,0.25776136,0.0,0.25776136,0.0,0.25776136,0.5827714,0.2653581,0.33645788,0.2653529,0.48388612,0.37497905,0.5794804,0.4176019,0.25776136,0.33681393,0.41607222,0.6717317,0.25776136,0.32995874,0.3171437,0.99444634,0.98131156,0.9942026,0.4081678,0.87816554,0.9913351,0.9819614,0.98394924,0.990094,0.9939693,0.98371416,0.98830676,0.98779166,0.9873232,0.981678,0.9790023,0.9964963,0.9837712,0.9941335,0.9974764,0.9815138,0.9879524,0.9796487,0.98103845,0.99302727,0.99297196,0.98183703,0.9798475,0.99826115,0.8274568,0.9999326,0.99994123
misc__wt_no_te__2,0.83016986,0.9878001,0.99353534,0.98378134,0.9728122,0.97996306,0.9774014,0.9910532,0.9795033,0.98021024,0.8843986,0.9826716,0.989902,0.9790072,0.98710006,0.98818386,0.9983233,0.97983515,0.99193645,0.9788793,0.98929185,0.9891795,0.9831487,0.98803866,0.9952587,0.9853353,0.98761344,0.9001194,0.9878399,0.84240776,0.9841478,0.9863758,0.97852147,0.9902166,0.9842342,0.9785975,0.9910048,0.99090976,0.99254316,0.9843656,0.9966294,0.9974124,0.97890174,0.25776494,0.0,0.25776494,0.0,0.25776494,0.5407126,0.23800799,0.3520157,0.2380028,0.48510796,0.3817479,0.5739969,0.44925338,0.25776494,0.3523735,0.44767177,0.7032501,0.25776494,0.3299633,0.3171481,0.9944843,0.98135793,0.9942665,0.3786573,0.8564502,0.9913661,0.98200786,0.98398703,0.9901509,0.994047,0.9837796,0.98822534,0.98781914,0.9873265,0.98175377,0.97900546,0.99646,0.9838159,0.99400723,0.99749535,0.98151004,0.98799026,0.9797764,0.9810762,0.9930773,0.99300987,0.98189205,0.97990257,0.9982732,0.9089591,0.99987555,0.99994123
misc__bw_delcbl__1,0.8318036,0.98765004,0.99359083,0.9837143,0.972792,0.97991854,0.9774866,0.99110526,0.9794467,0.9802314,0.83295137,0.98275155,0.9897726,0.9788331,0.9868186,0.98811847,0.99823004,0.979782,0.9918589,0.9789385,0.98906565,0.9890397,0.98313695,0.98800266,0.99514645,0.9852803,0.98752904,0.8576409,0.9877624,0.7960103,0.9840911,0.98627764,0.9784787,0.99037236,0.9841948,0.9785358,0.9910707,0.99074054,0.99246556,0.984321,0.9965413,0.99732256,0.9789489,0.25775912,0.0,0.25775912,0.0,0.25775912,0.48568994,0.25996122,0.3775737,0.25995776,0.47330886,0.37503803,0.58873826,0.42953864,0.25775912,0.37793323,0.42798647,0.6836109,0.25775912,0.32995588,0.31714097,0.9944602,0.981405,0.99425626,0.34793204,0.8862023,0.99126774,0.9817749,0.9839407,0.9901062,0.99399006,0.9836503,0.98810464,0.9877676,0.9870952,0.9816937,0.9787121,0.996327,0.98367625,0.9939365,0.99745566,0.9814655,0.9878713,0.979763,0.9809643,0.9930619,0.9929115,0.98179394,0.9797716,0.9982698,0.85749054,0.999898,0.99994123
misc__bw_delcbl__2,0.8318705,0.9876017,0.99355626,0.9837213,0.9727784,0.97990316,0.9774729,0.9910794,0.979452,0.9802177,0.82653296,0.9827344,0.9897571,0.9788349,0.9868239,0.988122,0.99818337,0.9797856,0.99185205,0.9789075,0.9890761,0.98905534,0.9831198,0.9879958,0.9951378,0.98527867,0.9875222,0.85667914,0.98776245,0.80121785,0.9840895,0.9862846,0.97847545,0.99037075,0.9841932,0.97854114,0.99106556,0.99073887,0.99243796,0.98432803,0.9965292,0.9973105,0.9789438,0.25775737,0.0,0.25775737,0.0,0.25775737,0.50378877,0.25040445,0.38660577,0.25039753,0.47446367,0.3861996,0.6076989,0.42701557,0.25775737,0.3869653,0.42546687,0.6810965,0.25775737,0.3299536,0.31713876,0.994462,0.98139656,0.99425805,0.35705075,0.88874906,0.99125916,0.9817837,0.9839374,0.99009246,0.9939832,0.9836522,0.98811334,0.9877711,0.9870728,0.9816644,0.97872776,0.9963235,0.9836643,0.99393135,0.9974367,0.9814553,0.9878575,0.97976315,0.98095924,0.9930326,0.99289083,0.98176986,0.97975105,0.99825597,0.8510703,0.9998963,0.99994123
misc__bw_delfabr__1,0.8321585,0.9875772,0.99356997,0.98374856,0.97281575,0.97993547,0.97748274,0.9911483,0.97945154,0.9802587,0.83737,0.9827599,0.9897828,0.97884136,0.9867925,0.9881459,0.99818677,0.97978854,0.99188465,0.978933,0.98907584,0.9890862,0.98310906,0.9880266,0.99516016,0.98529905,0.9875305,0.85545534,0.98782265,0.7942092,0.984077,0.98632234,0.9784818,0.9903999,0.9841859,0.9785544,0.99104285,0.99069893,0.9924827,0.9843311,0.9965309,0.99729836,0.9789658,0.2577636,0.0,0.2577636,0.0,0.2577636,0.49136612,0.24816519,0.39720225,0.24816,0.48557734,0.39374867,0.61602086,0.43127283,0.2577636,0.39756176,0.42971373,0.68533915,0.2577636,0.3299616,0.31714645,0.9945016,0.98143756,0.99427176,0.35068986,0.8730031,0.9913073,0.98178846,0.98393697,0.99009913,0.9940125,0.98370534,0.98811996,0.9877604,0.98696536,0.98165363,0.97868234,0.9962526,0.98373646,0.99384826,0.9974591,0.9814566,0.9878572,0.9798767,0.9809536,0.99312747,0.9929425,0.9818282,0.97981447,0.99831295,0.8619113,0.9999101,0.99994123
